OBJECTID,SEGID,SUBAREAID,FAC_WDAVG,FAC_SPR,FAC_FAL,FAC_SPRFAL,aadtAdjFac,DYVOL2019,DYVOL2023,DYVOL2028,DYVOL2032,DYVOL2042,DYVOL2050,M2019,M2023,M2028,M2032,M2042,M2050,MF2019,MF2023,MF2028,MF2032,MF2042,MF2050,CO_FIPS,PLANAREA,F_AREA,ADJHIST,ADJ2019,ADJ2023,ADJ2028,ADJ2032,ADJ2042,ADJ2050,OV_REV,OV_LTPRV,OV_ZERO,OV_HIADJ,OV_50LT19,OV_503X19,OV_FURREV,NOTES,NOTES_FURR,OV_SEG,NOTES_SEG,FL_REV,FL_LTPRV,FL_ZERO,FL_HIADJ,FL_50LT19,FL_503X19,FL_FURREV,FL_SEG,CO_NAME,Shape__Len,Shape__Length
4409,2088_000.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,WFRC,WFRC,0,0,1700,1700,1700,1700,1700,0,0,0,0,0,0,0,Not in TDM. Hand forecast., ,0, ,0,0,0,0,0,0,0,0,Salt Lake,1096.12549824,1096.12548787048
4410,2088_000.5,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,WFRC,WFRC,0,0,1700,1700,1700,1700,1700,0,0,0,0,0,0,0,Not in TDM. Hand forecast., ,0, ,0,0,0,0,0,0,0,0,Salt Lake,828.594638454,828.594736175808
4411,2089_000.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,WFRC,WFRC,0,0,500,500,500,500,500,0,0,0,0,0,0,0,Not in TDM, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,1840.81295141,1840.81295401714
4412,2089_000.9,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,WFRC,WFRC,0,0,500,500,500,500,500,0,0,0,0,0,0,0,Not in TDM, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,713.626791827,713.62685047869
4413,2089_001.2,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,WFRC,WFRC,0,0,500,500,500,500,500,0,0,0,0,0,0,0,Not in TDM, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,1426.10006808,1426.10009299905
4414,2090_000.0,1,1.0946,1.0117,1.0095,1.0106,-1802,2519.6,2506.5,2877.8,3173.9,4318.6,4523.6,2302,2290,2629,2900,3945,4133,500,500,850,1100,2100,2300,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,1,0,1,0,none, ,0, ,0,0,0,1,0,1,0,0,Salt Lake,1510.75223821,1510.75220036948
4415,2090_000.7,1,1.0946,1.0117,1.0095,1.0106,-4328,5284.9,5361.2,5716.9,6115.1,6711.2,6930.1,4828,4898,5223,5587,6131,6331,500,550,900,1300,1800,2000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,1,0,1,0,none, ,0, ,0,0,0,1,0,1,0,0,Salt Lake,661.890281687,661.890301406133
4416,2090_001.0,1,1.0946,1.0117,1.0095,1.0106,-3272,4129.3,3885.1,4051.3,4322.3,4719.1,4966.0,3772,3549,3701,3949,4311,4537,500,300,450,700,1000,1300,35,WFRC,WFRC,0,0,200,100,0,0,0,0,0,0,1,0,0,0,smoothing, ,0, ,0,0,0,1,0,0,0,0,Salt Lake,2067.25102461,2067.25103278292
4417,2091_000.0,1,1.0946,1.0117,1.0095,1.0106,-2626,3969.1,3813.1,4161.5,4357.9,4397.7,4818.8,3626,3484,3802,3981,4018,4402,1000,850,1200,1400,1400,1800,35,WFRC,WFRC,0,0,150,0,0,0,0,0,0,0,1,0,0,0,smoothing, ,0, ,0,0,0,1,0,0,0,0,Salt Lake,858.185536874,858.185606294826
4418,2091_000.4,1,1.0946,1.0117,1.0095,1.0106,-4252,5748.7,5424.1,5977.7,6100.8,6454.5,6939.6,5252,4955,5461,5574,5897,6340,1000,700,1200,1300,1600,2100,35,WFRC,WFRC,0,0,300,0,0,0,0,0,0,0,1,0,0,0,smoothing, ,0, ,0,0,0,1,0,0,0,0,Salt Lake,1652.53363109,1652.5336318937
4419,2091_001.2,1,1.0946,1.0117,1.0095,1.0106,-2553,3889.4,3890.3,4015.3,4235.6,4372.9,4525.4,3553,3554,3668,3870,3995,4134,1000,1000,1100,1300,1400,1600,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,1,0,0,0,none, ,0, ,0,0,0,1,0,0,0,0,Salt Lake,1424.98464566,1424.98465602628
4420,2092_000.0,1,1.0946,1.0117,1.0095,1.0106,396,14034.8,14169.7,14444.1,14998.9,14161.3,14738.4,12822,12945,13196,13703,12937,13465,13000,13500,13500,14000,13500,14000,35,WFRC,WFRC,0,0,0,0,0,500,0,0,0,0,0,0,0,0,smoothing, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,2070.03746212,2070.03743267139
4421,2092_001.0,1,1.0946,1.0117,1.0095,1.0106,3932,9774.7,9604.5,10308.5,9988.3,10118.6,10539.5,8930,8774,9418,9125,9244,9629,13000,12500,13500,13000,13000,13500,35,WFRC,WFRC,0,0,500,0,500,500,500,0,0,0,0,0,0,0,smoothing, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,1065.98048483,1065.98058883243
4422,2092_001.5,1,1.0946,1.0117,1.0095,1.0106,6078,7426.2,7510.3,7924.7,7859.5,8003.6,8382.9,6784,6861,7240,7180,7312,7658,13000,13000,13500,13500,13500,13500,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,1069.59220126,1069.59216581373
4423,2092_002.0,1,1.0924,1.0104,1.0243,1.01735,1302,11037.5,11798.1,11948.1,14905.8,14913.0,16201.8,10104,10800,10937,13645,13652,14831,11500,12000,12000,15000,15000,16000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,254.940386241,254.94038076088
4424,2093_000.0,1,1.0946,1.0117,1.0095,1.0106,3808,11635.7,11446.4,12416.6,14663.5,15111.8,18024.4,10630,10457,11344,13396,13806,16467,14500,14500,15000,17000,17500,20500,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,2584.28117673,2584.28123682013
4425,2093_001.2,1,1.0946,1.0117,1.0095,1.0106,4850,12463.0,12349.5,13019.0,16152.9,16747.4,17769.5,11386,11282,11894,14757,15300,16234,16000,16000,16500,19500,20000,21000,35,WFRC,WFRC,0,0,500,0,0,0,0,0,0,0,0,0,0,0,smoothing, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,2505.32824484,2505.32822368167
4426,2093_002.4,1,1.0946,1.0117,1.0095,1.0106,2756,16025.2,16601.9,17576.9,17044.3,18069.4,18542.2,14640,15167,16058,15571,16508,16940,17500,18000,19000,18500,19500,19500,35,WFRC,WFRC,0,0,0,0,500,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,1605.69427375,1605.69424923167
4427,2093_003.2,1,1.0946,1.0117,1.0095,1.0106,8006,12084.0,12759.8,13777.7,13891.3,14123.9,14272.3,11040,11657,12587,12691,12903,13039,19000,19500,20500,20500,21000,21000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,2783.23022484,2783.23029504368
4428,2093_004.5,1,1.0946,1.0117,1.0095,1.0106,-8263,16476.7,13830.1,14372.3,15108.5,16519.5,16325.1,15053,12635,13130,13803,15092,14914,6800,4400,4900,5500,6800,6700,35,WFRC,WFRC,0,0,0,0,0,0,200,0,1,0,1,0,0,0,"smoothing, dip in 2023 due to increased lanes on I-15", ,0, ,0,1,0,1,0,0,0,0,Salt Lake,1873.17147497,1873.17143848508
4429,2093_005.3,1,1.0924,1.0104,1.0243,1.01735,-6169,12201.2,10198.7,11109.0,12809.7,15423.4,17090.3,11169,9336,10169,11726,14119,15645,5000,3200,4000,5600,8000,9500,35,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"none, dip in 2023 due to increased lanes on I-15", ,0, ,0,1,0,1,0,0,0,0,Salt Lake,2066.85044036,2066.85041389535
4430,2093_006.3,1,1.0946,1.0117,1.0095,1.0106,-5144,17612.3,14578.3,16363.7,16189.8,18492.0,18907.1,16090,13318,14949,14791,16894,17273,11000,8200,9800,9600,12000,12000,35,WFRC,WFRC,0,0,0,0,200,0,0,0,1,0,0,0,0,0,"smoothing, dip in 2023 due to increased lanes on I-15", ,0, ,0,1,0,0,0,0,0,0,Salt Lake,1703.02800708,1703.02804088713
4431,2093_007.1,1,1.0946,1.0117,1.0095,1.0106,5236,6250.4,5551.6,6390.1,6444.4,7883.6,8431.4,5710,5072,5838,5887,7202,7703,11000,10500,11000,11000,12500,13000,35,WFRC,WFRC,0,0,500,0,0,0,0,0,0,0,0,0,0,0,smoothing, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,838.692186545,838.692114510974
4432,2094_000.0,1,1.0924,1.0104,1.0243,1.01735,399,2012.4,2094.6,2044.6,1748.5,1879.6,2016.0,1842,1917,1872,1601,1721,1845,2200,2300,2300,2000,2100,2200,35,WFRC,WFRC,0,0,0,0,0,0,100,0,1,0,0,0,0,0,"smoothing, dip in 2032 due to bangerter hwy", ,0, ,0,1,0,0,0,0,0,0,Salt Lake,1079.55677208,1079.55676979123
4433,2094_000.5,1,1.0924,1.0104,1.0243,1.01735,-5461,8414.2,8542.8,8961.4,8213.8,9238.3,9708.2,7702,7820,8203,7519,8457,8887,2200,2400,2700,2100,3000,3400,35,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"none, dip in 2032 due to bangerter hwy", ,0, ,0,1,0,1,0,0,0,0,Salt Lake,2665.71220413,2665.71214994588
4434,2094_001.8,1,1.0924,1.0104,1.0243,1.01735,6034,7276.1,8460.4,9928.6,8222.6,10275.7,10998.8,6661,7745,9089,7527,9407,10068,12500,14000,15000,13500,15500,16000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"none, dip in 2032 due to bangerter hwy", ,0, ,0,1,0,0,0,0,0,0,Salt Lake,1615.85169379,1615.85171756768
4435,2094_002.5,1,1.0924,1.0104,1.0243,1.01735,5114,8281.4,8525.3,9885.0,8389.4,9356.1,9999.7,7581,7804,9049,7680,8565,9154,12500,13000,14000,13000,13500,14500,35,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"none, dip in 2032 due to bangerter hwy", ,0, ,0,1,0,0,0,0,0,0,Salt Lake,969.586860218,969.586824609612
4436,2094_003.0,1,1.0924,1.0104,1.0243,1.01735,3979,9521.8,9738.5,11450.5,9626.9,10262.6,10713.8,8716,8915,10482,8813,9395,9808,12500,13000,14500,13000,13500,14000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"none, dip in 2032 due to bangerter hwy", ,0, ,0,1,0,0,0,0,0,0,Salt Lake,1154.96092394,1154.96095557136
4437,2094_003.5,1,1.0924,1.0104,1.0243,1.01735,7677,8643.4,8778.5,9512.3,9005.8,8533.5,9450.4,7912,8036,8708,8244,7812,8651,15500,15500,16500,16000,15500,16500,35,WFRC,WFRC,0,0,0,0,0,500,0,0,1,0,0,0,0,0,"smoothing, dip in 2032 due to bangerter hwy", ,0, ,0,1,0,0,0,0,0,0,Salt Lake,1087.41257859,1087.41258110324
4438,2094_004.0,1,1.0924,1.0104,1.0243,1.01735,4128,12520.0,12438.5,13519.8,12315.4,9068.9,9385.7,11461,11386,12376,11274,8302,8592,15500,15500,16500,15500,12500,12500,35,WFRC,WFRC,0,0,0,0,0,3500,4000,0,1,0,0,0,0,0,"smoothing, dip in 2032 due to bangerter hwy, 2042 change due to area type", ,0, ,0,1,0,0,0,0,0,0,Salt Lake,2106.20651321,2106.20649496561
4439,2094_005.0,1,1.0946,1.0117,1.0095,1.0106,694,7535.3,7639.4,8096.6,7868.0,7902.7,7994.3,6884,6979,7397,7188,7220,7303,7600,7700,8100,7900,7900,8000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"none, dip in 2032 due to bangerter hwy", ,0, ,0,1,0,0,0,0,0,0,Salt Lake,2133.79031278,2133.79035124716
4440,2094_006.0,1,1.0924,1.0104,1.0243,1.01735,2007,8035.0,7790.8,8680.5,8443.6,8170.1,10696.4,7355,7132,7946,7729,7479,9792,9400,9100,10000,9700,9500,12000,35,WFRC,WFRC,0,0,300,0,0,300,0,0,1,0,0,0,0,0,"smoothing, dip in 2032 due to bangerter hwy", ,0, ,0,1,0,0,0,0,0,0,Salt Lake,2134.02892266,2134.02881810939
4441,2094_007.0,1,1.0924,1.0104,1.0243,1.01735,2282,13570.6,12625.0,14899.6,11179.0,11029.6,12003.4,12423,11557,13639,10233,10097,10988,14500,14000,16000,12500,12500,13500,35,WFRC,WFRC,0,0,1000,0,0,500,1500,0,1,0,0,0,0,0,"smoothing, dip in 2032 due to bangerter hwy", ,0, ,0,1,0,0,0,0,0,0,Salt Lake,2130.18266749,2130.18266475547
4442,2094_008.0,1,1.0924,1.0104,1.0243,1.01735,3037,7487.7,7024.0,8070.3,7478.8,7207.4,7933.3,6854,6430,7388,6846,6598,7262,9900,9500,10500,9900,9600,10500,35,WFRC,WFRC,0,0,500,0,0,400,0,0,1,0,0,0,0,0,"smoothing, dip in 2032 due to bangerter hwy", ,0, ,0,1,0,0,0,0,0,0,Salt Lake,2128.92068549,2128.92064649899
4443,2094_009.0,1,1.0946,1.0117,1.0095,1.0106,1565,8584.9,8344.8,8667.3,7999.3,7976.1,8102.5,7843,7624,7918,7308,7287,7402,9400,9200,9500,8900,8900,9000,35,WFRC,WFRC,0,0,300,0,0,0,500,0,1,0,0,0,0,0,"smoothing, dip in 2032 due to bangerter hwy", ,0, ,0,1,0,0,0,0,0,0,Salt Lake,2131.94240888,2131.94255325772
4444,2094_010.0,1,1.0946,1.0117,1.0095,1.0106,5678,7288.7,7002.9,7620.0,6701.1,6872.0,7171.6,6659,6398,6961,6122,6278,6552,12500,12000,12500,12000,12000,12000,35,WFRC,WFRC,0,0,500,0,0,0,500,0,1,0,0,0,0,0,"smoothing, dip in 2032 due to bangerter hwy", ,0, ,0,1,0,0,0,0,0,0,Salt Lake,2130.20192656,2130.2018839872
4445,2094_011.0,1,1.0946,1.0117,1.0095,1.0106,5869,5901.3,5634.4,5819.4,5810.3,6180.9,6669.8,5391,5147,5316,5308,5647,6093,11500,11000,11000,11000,11500,12000,35,WFRC,WFRC,0,0,500,500,500,0,0,0,0,0,0,0,0,0,smoothing, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,1067.04238704,1067.04231099198
4446,2094_011.5,1,1.0946,1.0117,1.0095,1.0106,5736,8098.0,7684.4,7925.8,6798.1,6818.2,7042.0,7398,7020,7241,6211,6229,6433,13000,13000,13000,12000,12000,12000,35,WFRC,WFRC,0,0,500,500,500,500,1500,0,1,0,0,0,0,0,"smoothing, dip in 2032 due to bangerter hwy", ,0, ,0,1,0,0,0,0,0,0,Salt Lake,1174.18386829,1174.18395727867
4447,2094_012.1,1,1.0946,1.0117,1.0095,1.0106,16376,9188.7,8980.3,9172.0,9017.0,8562.6,8576.6,8395,8204,8379,8238,7823,7835,25000,24500,25000,24500,24000,24000,35,WFRC,WFRC,0,0,500,0,500,1000,1000,0,0,0,0,0,0,0,smoothing, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,990.414761383,990.414696332689
4448,2094_012.6,1,1.0946,1.0117,1.0095,1.0106,12274,13679.0,13253.5,13474.8,13114.1,13003.2,12987.1,12497,12108,12310,11981,11879,11865,25000,24500,24500,24500,24000,24000,35,WFRC,WFRC,0,0,500,500,500,1000,1000,0,0,0,0,0,0,0,smoothing, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,1174.69564177,1174.69574271812
4449,2094_013.1,1,1.0946,1.0117,1.0095,1.0106,1760,8339.6,7917.9,8655.6,7980.3,7176.9,8324.3,7619,7234,7908,7291,6557,7605,9400,9000,9700,9100,8300,9400,35,WFRC,WFRC,0,0,400,0,600,1500,500,0,0,0,0,0,0,0,smoothing, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,2188.68394635,2188.68394373508
4450,2095_000.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,WFRC,WFRC,0,0,500,500,500,500,500,0,0,0,0,0,1,0,Not in TDM. Hand forecast., ,0, ,0,0,0,0,0,0,0,0,Salt Lake,2060.99979012,2060.99969259116
4451,2095_001.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,WFRC,WFRC,0,0,500,500,500,500,500,0,0,0,0,0,1,0,Not in TDM. Hand forecast., ,0, ,0,0,0,0,0,0,0,0,Salt Lake,456.431490023,456.431437849209
4452,2097_000.0,1,1.0924,1.0104,1.0243,1.01735,-2122,3410.5,3949.3,2973.1,3333.5,4307.8,6805.3,3122,3615,2722,3052,3943,6230,1000,1500,600,950,1800,4100,35,WFRC,WFRC,0,0,0,1000,1450,1600,0,0,0,0,1,0,1,0,"big smoothing, changes due to area type", ,0, ,0,0,0,1,0,1,0,0,Salt Lake,720.764414647,720.764476632637
4453,2097_000.3,1,1.0924,1.0104,1.0243,1.01735,-242,1356.4,1735.7,414.4,427.0,721.6,1072.8,1242,1589,379,391,661,982,1000,1300,150,150,400,750,35,WFRC,WFRC,0,0,0,500,500,300,200,0,1,0,0,1,0,0,new parallel corridor to south in 2028, ,0, ,0,1,0,0,1,0,0,0,Salt Lake,762.650896,762.650892632435
4454,2097_000.7,1,1.0924,1.0104,1.0243,1.01735,14,1076.6,1394.2,504.0,310.0,412.9,814.2,986,1276,461,284,378,745,1000,1300,500,300,400,750,35,WFRC,WFRC,0,0,0,0,300,300,0,0,1,0,0,1,0,0,new parallel corridor to south in 2028, ,0, ,0,1,0,0,1,0,0,0,Salt Lake,1076.89479468,1076.89479152704
4455,2097_001.2,1,1.0924,1.0104,1.0243,1.01735,-2877,4235.6,4501.3,3621.8,2079.9,2354.6,3013.6,3877,4121,3315,1904,2155,2759,1000,1200,450,-973,-722,-118,35,WFRC,WFRC,0,0,2900,2850,2873,2922,2918,0,1,0,1,0,0,0,new connectivity to south in 2028. new adjacent crossing in 2032., ,0, ,0,1,0,1,0,0,0,0,Salt Lake,1069.19369096,1069.19373595409
4456,2098_000.0,1,1.0946,1.0117,1.0095,1.0106,114,2852.0,5406.6,6424.5,7190.3,7821.2,8030.8,2606,4939,5869,6569,7145,7337,2700,5100,6000,6700,7300,7500,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,1007.20423199,1007.20424904221
4457,2098_000.4,1,1.0946,1.0117,1.0095,1.0106,-1301,12635.3,15878.4,16613.1,16721.2,19972.3,21374.8,11543,14506,15177,15276,18246,19527,10000,13000,14000,14000,17000,18000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,2081.54931426,2081.54933310758
4458,2098_001.4,1,1.0946,1.0117,1.0095,1.0106,4372,17561.0,16162.7,15972.4,14355.7,14768.0,16422.0,16043,14766,14592,13115,13492,15003,20500,19000,19000,17500,18000,19500,35,WFRC,WFRC,0,0,1500,1500,3000,2500,1000,0,0,0,0,0,0,0,smoothing, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,1233.71450651,1233.71452453346
4459,2101_000.0,1,1.0946,1.0117,1.0095,1.0106,-11134,12734.9,12060.9,12665.7,12713.4,13077.0,13953.9,11634,11019,11571,11615,11947,12748,500,-115,450,500,800,1600,35,WFRC,WFRC,0,0,816,300,350,300,-100,0,0,0,1,0,0,0,smoothing, ,0, ,0,0,0,1,0,0,0,0,Salt Lake,1351.73055279,1351.73063563864
4460,2102_000.0,1,1.0924,1.0104,1.0243,1.01735,5075,8015.3,7456.6,7947.1,8476.6,9498.9,8428.9,7337,6826,7275,7760,8695,7716,12500,12000,12500,13000,14000,13000,35,WFRC,WFRC,0,0,500,0,0,0,1000,0,0,0,0,0,0,0,smoothing, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,897.699865669,897.69982025125
4461,2102_000.4,1,1.0946,1.0117,1.0095,1.0106,4012,9194.5,8791.1,9265.8,9972.2,11371.5,11090.2,8400,8031,8465,9110,10389,10132,12500,12000,12500,13000,14500,14000,35,WFRC,WFRC,0,0,500,0,0,0,500,0,0,0,0,0,0,0,smoothing, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,420.559486789,420.559543674169
4462,2102_000.6,1,1.0946,1.0117,1.0095,1.0106,8051,4773.4,4624.0,4980.8,5496.7,6122.4,6065.8,4361,4224,4550,5022,5593,5542,12500,12500,12500,13000,13500,13500,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,1056.92259596,1056.92256918902
4463,2102_001.1,1,1.0946,1.0117,1.0095,1.0106,3595,9314.7,9439.3,9779.8,10094.1,10673.4,10870.8,8510,8624,8935,9222,9751,9931,12000,12000,12500,13000,13500,13500,35,WFRC,WFRC,0,0,500,0,0,0,0,0,0,0,0,0,0,0,smoothing, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,663.453376078,663.453312767348
4464,2102_001.4,1,1.0946,1.0117,1.0095,1.0106,6696,5920.9,5935.0,6245.2,6475.7,6961.3,7469.8,5409,5422,5705,5916,6360,6824,12000,12000,12500,12500,13000,13500,35,WFRC,WFRC,0,0,500,0,0,0,0,0,0,0,0,0,0,0,smoothing, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,1207.03983707,1207.03989603889
4465,2102_002.0,1,1.0946,1.0117,1.0095,1.0106,7424,5124.0,5062.3,5404.5,5658.0,5911.5,6155.3,4681,4625,4937,5169,5401,5623,12000,12000,12500,12500,13000,13000,35,WFRC,WFRC,0,0,500,0,0,0,0,0,0,0,0,0,0,0,smoothing, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,703.128975481,703.128946502376
4466,2102_002.3,1,1.0946,1.0117,1.0095,1.0106,5098,3903.6,3985.2,4032.1,4086.0,4354.9,4614.8,3566,3641,3684,3733,3979,4216,8700,8700,8800,8800,9100,9300,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,1338.7491011,1338.74906262615
4467,2102_003.0,1,1.0924,1.0104,1.0243,1.01735,1576,4682.2,4533.5,4778.9,5161.8,5624.0,5979.7,4286,4150,4375,4725,5148,5474,5900,5700,6000,6300,6700,7000,35,WFRC,WFRC,0,0,300,0,0,0,0,0,0,0,0,0,0,0,smoothing, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,2055.75909503,2055.75910795217
4468,2103_000.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,WFRC,WFRC,0,0,500,500,500,500,500,0,0,0,0,0,0,0,Not in TDM, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,2130.16156994,2130.16151448159
4469,2103_001.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,WFRC,WFRC,0,0,500,500,500,500,500,0,0,0,0,0,0,0,Not in TDM, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,1636.52570585,1636.5256632583
4470,2104_000.0,1,1.0946,1.0117,1.0095,1.0106,-3704,22963.0,23678.3,27372.2,20706.1,22978.1,24009.8,20978,21632,25007,18917,20992,21935,17500,18000,21500,15000,17500,18000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"none, dip in 2032 due to bangerter hwy", ,0, ,0,1,0,0,0,0,0,0,Salt Lake,1668.39321488,1668.3932202113
4471,2104_000.8,1,1.0946,1.0117,1.0095,1.0106,-5556,24989.6,25652.8,28881.8,22654.9,24285.0,24692.4,22830,23436,26386,20697,22186,22558,17500,18000,21000,15000,16500,17000,35,WFRC,WFRC,0,0,0,0,0,0,500,0,1,0,0,0,0,0,"smoothing, dip in 2032 due to bangerter hwy", ,0, ,0,1,0,0,0,0,0,0,Salt Lake,1031.1128386,1031.11285289353
4472,2104_001.2,1,1.0946,1.0117,1.0095,1.0106,-2834,24671.3,26647.9,28547.7,29714.9,36506.0,35519.2,22539,24345,26080,27147,33351,32449,19500,21500,23000,24500,30500,29500,35,WFRC,WFRC,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,smoothing, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,999.770901409,999.770868605182
4473,2104_001.7,1,1.0924,1.0104,1.0243,1.01735,3197,23587.3,25383.5,26902.3,26618.1,32711.9,28491.6,21592,23236,24627,24367,29945,26082,25000,26500,28000,27500,33000,29500,35,WFRC,WFRC,0,0,0,0,500,0,4500,0,0,0,0,0,0,0,big smoothing to correct area type changes, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,1063.17154071,1063.17152519053
4474,2104_002.2,1,1.0924,1.0104,1.0243,1.01735,2574,25342.8,27673.0,28757.3,27945.2,33451.8,29911.7,23199,25332,26325,25581,30622,27382,26000,28000,29000,28000,33000,30000,35,WFRC,WFRC,0,0,0,0,1000,0,4000,0,0,0,0,0,0,0,big smoothing to correct area type changes, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,1063.69089032,1063.69093918819
4475,2104_002.7,1,1.0946,1.0117,1.0095,1.0106,1938,26089.3,28444.5,29662.4,28266.1,33813.1,29050.1,23835,25986,27099,25823,30891,26539,26000,28000,29000,28000,33000,28500,35,WFRC,WFRC,0,0,0,0,1000,0,5000,0,0,0,0,0,0,0,big smoothing to correct area type changes, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,1056.11091259,1056.11083239722
4476,2105_000.0,1,1.0924,1.0104,1.0243,1.01735,-15045,44776.7,38117.9,39454.6,38316.5,44916.4,46909.1,40989,34894,36117,35076,41117,42941,26000,20000,21000,20000,26000,28000,35,WFRC,WFRC,0,0,6000,6000,7000,3000,2000,0,0,0,0,0,0,0,big smoothing due to area type changes, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,1064.22680656,1064.22680919886
4477,2105_000.5,1,1.0924,1.0104,1.0243,1.01735,-20146,50349.1,43282.9,43967.7,42776.4,49145.3,51977.0,46090,39622,40249,39158,44988,47581,26000,19500,20000,19000,25000,27500,35,WFRC,WFRC,0,0,6500,6500,7500,3000,2000,0,0,0,0,0,0,0,big smoothing due to area type changes, ,0, ,0,0,0,0,0,0,0,0,Salt Lake,1536.59486613,1536.59487305877
4478,2105_001.2,1,1.0924,1.0104,1.0243,1.01735,-10590,39909.7,35990.5,39081.1,38275.2,43397.4,43878.9,36534,32946,35775,35038,39727,40167,26000,22500,25000,24500,29000,29500,35,WFRC,WFRC,0,0,0,0,500,0,0,0,1,0,0,0,0,0,"smoothing, dip in 2023 due to increased lanes on I-15", ,0, ,0,1,0,0,0,0,0,0,Salt Lake,300.484332847,300.484361570037
