SEGID,AADT1981,AADT1982,AADT1983,AADT1984,AADT1985,AADT1986,AADT1987,AADT1988,AADT1989,AADT1990,AADT1991,AADT1992,AADT1993,AADT1994,AADT1995,AADT1996,AADT1997,AADT1998,AADT1999,AADT2000,AADT2001,AADT2002,AADT2003,AADT2004,AADT2005,AADT2006,AADT2007,AADT2008,AADT2009,AADT2010,AADT2011,AADT2012,AADT2013,AADT2014,AADT2015,AADT2016,AADT2017,AADT2018,AADT2019,AADT2020,AADT2021
0089_420.1,8800,8825,8825,8900,9125,9190,9255,8330,8330,8490,8940,9220,10235,10675,11075,11190,11460,11600,12550,12455,12540,10295,10295,10360,10330,10785,10935,10400,6920,6890,6870,6655,6490,6560,6840,7205,7400,7474,7609,6795,7366
0089_420.3,8800,8825,8825,8900,9125,9190,9255,8330,8330,8490,8940,9220,10235,10675,11075,11190,11460,11600,12550,12455,12540,10295,10295,10360,10330,10785,10935,10400,6920,6890,6870,6655,6490,6560,6840,7205,7400,7474,7609,6795,7366
0089_421.7,8800,8825,8825,8900,9125,9190,9255,8330,8330,8490,8940,9220,10235,10675,11075,11190,11460,11600,12550,12455,12540,10295,10295,10360,10330,10785,10935,10400,6920,6890,6870,6655,6490,6560,6840,7205,7400,7474,7609,6795,7366
0089_422.5,7425,7450,7450,7890,8090,8150,8210,7390,6950,7085,7460,7695,7880,8670,8840,8930,9145,9391,8075,7890,7945,8480,8480,8535,8510,8890,9015,9690,9630,9595,9565,9375,9140,9240,9635,10148,10422,10526,10715,9568,10372
0089_422.7,7425,7450,7450,7890,8090,8150,8210,7390,6950,7085,7460,7695,7880,8670,8840,8930,9145,9391,8075,7890,7945,8480,8480,8535,8510,8890,9015,9690,9630,9595,9565,9375,9140,9240,9635,10148,10422,10526,10715,9568,10372
0089_423.4,8220,8220,8275,8400,8610,8675,8740,8085,8400,8440,8890,9155,9300,10400,10520,10880,11310,11615,12030,11895,12010,12590,12365,12920,13335,14455,14540,14165,14420,14695,9665,9480,9800,9960,10545,11064,11352,11806,11948,11936,12795
0089_423.8,8220,8220,8275,8400,8610,8675,8740,8085,8400,8440,8890,9155,9300,10400,10520,10880,11310,11615,12030,11895,12010,12590,12365,12920,13335,14455,14540,14165,14420,14695,9665,9480,9800,9960,10545,11064,11352,11806,11948,11936,12795
0089_425.0,8220,8220,8275,8400,8610,8675,8740,8085,8400,8440,8890,9155,9300,10400,10520,10880,11310,11615,12030,11895,12010,12590,12365,12920,13335,14455,14540,14165,14420,14695,9665,9480,9800,9960,10545,11064,11352,11806,11948,11936,12795
0089_427.1,9475,9475,9575,10100,10300,10375,10450,8280,8220,8260,8320,8570,8705,9385,9495,9820,10016,10685,11065,10940,11045,11580,11375,12370,12770,13830,13460,13110,13345,13600,9000,10365,10715,10890,11530,12095,12409,12905,13060,13047,13986
0089_427.7,9475,9475,9575,10100,10300,10375,10450,8280,8220,8260,8320,8570,8705,9385,9495,9820,10016,10685,11065,10940,11045,11580,11375,12370,12770,13830,13460,13110,13345,13600,9000,10365,10715,10890,11530,12095,12409,12905,13060,13047,13986
0089_428.1,9475,9475,9575,10100,10300,10375,10450,8280,8220,8260,8320,8570,8705,9385,9495,9820,10016,10685,11065,10940,11045,11580,11375,12370,12770,13830,13460,13110,13345,13600,9000,10365,10715,10890,11530,12095,12409,12905,13060,13047,13986
0089_428.8,9475,9475,9575,10100,10300,10375,10450,8280,8220,8260,8320,8570,8705,9385,9495,9820,10016,10685,11065,10940,11045,11580,11375,11885,12265,13285,13365,13020,9160,8810,8785,8615,8910,9055,9585,10057,10318,10731,10860,10849,11630
0089_430.3,9775,9775,9875,9950,10150,10225,10300,9065,9385,9430,9500,9785,9940,10715,10715,11080,11130,11430,11840,11705,11815,12385,14150,14790,14745,15400,15615,14850,14760,14705,13445,15495,15105,15275,15930,16774,17227,17399,17712,15817,17146
0089_432.1,9775,9775,9875,9950,10150,10225,10300,9065,9385,9430,9500,9785,9940,10715,10715,11080,11130,11430,11840,11705,11815,12385,14150,14790,14745,15400,15615,14850,14760,14705,13445,15495,15105,15275,15930,16774,17227,17399,17712,15817,17146
0090_000.0,4825,4800,4800,4850,4900,4950,5000,4940,5035,6175,6250,6525,8095,8365,8680,8890,8305,8405,9095,9025,8315,8875,8875,9785,9755,10190,10335,9825,9770,9730,9700,9505,9270,9370,9775,10291,10569,10675,10867,9704,10519
0090_000.2,4825,4800,4800,4850,4900,4950,5000,4940,5035,6175,6250,6525,8095,8365,8680,8890,8305,8405,9095,9025,8315,8875,8875,9785,9755,10190,10335,9825,9770,9730,9700,9505,9270,9370,9775,10291,10569,10675,10867,9704,10519
0090_000.5,2550,2525,2525,2550,2575,2600,2625,2595,2645,3140,3180,3320,3460,3610,3745,3955,3955,4005,4335,3730,3755,4725,4725,5230,5670,5920,6005,5710,5675,5650,4460,4370,4260,4310,4495,4731,3202,3234,3292,2940,3187
0091_000.0,,,8600,8860,8975,9135,9885,10275,10450,10765,11710,11895,12810,14755,15095,14150,15095,15864,16675,16710,17390,18000,18100,18985,18505,18520,17570,18905,19720,20210,17495,17720,17685,18355,19770,20679,21093,21325,21282,19963,22458
0091_000.1,,,8600,8860,8975,9135,9885,10275,10450,10765,11710,11895,12810,14755,15095,14150,15095,15864,16675,16710,17390,18000,18100,18985,18505,18520,17570,18905,19720,20210,17495,17720,17685,18355,19770,20679,21093,21325,21282,19963,22458
0091_001.0,,,8600,8860,8975,9135,9885,10275,10450,10765,11710,11895,12810,14755,15095,14150,15095,15864,16675,16710,17390,18000,18100,18985,18505,18520,17570,18905,19720,20210,17495,17720,17685,18355,19770,20679,21093,21325,21282,19963,22458
0091_001.4,,,9550,9810,9925,10100,10925,11355,11930,12290,13365,14280,15380,17715,18835,17700,18880,19840,15735,15770,15740,20315,20425,21425,20880,18275,19315,18680,20840,21360,21385,19960,19920,20675,22270,23293,23759,24020,23972,22486,25297
0091_001.6,,,9550,9810,9925,10100,10925,11355,11930,12290,13365,14280,15380,17715,18835,17700,18880,19840,15735,15770,15740,20315,20425,21425,20880,18275,19315,18680,20840,21360,21385,19960,19920,20675,22270,23293,23759,24020,23972,22486,25297
0091_002.0,4825,4800,4900,5160,5225,5400,6025,6260,6580,8040,8745,9345,10065,11595,12330,11590,12365,12995,13660,13690,13665,14145,17655,18520,18050,18065,19095,18465,19260,19740,19760,20015,19975,20735,22335,23360,23827,24089,24041,22550,25369
0091_003.7,7280,7150,7250,7660,7745,7975,8900,9250,10590,10910,11780,12585,13555,15575,16560,15565,16605,17450,18340,18380,16510,17085,17180,18020,16475,16490,17430,16665,17385,17820,17645,17870,17835,18515,19940,20857,21274,21508,21465,20134,22651
0092_000.0,3250,3275,3325,3400,3460,3530,3600,3270,3515,4025,3900,4075,6760,8260,9250,9345,9570,10878,11770,11680,11760,12555,12555,17205,17150,17910,20390,23145,23005,22915,22845,22775,23365,24395,25590,26716,27437,27794,28072,24423,22855
0092_000.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22855
0092_000.5,3250,3275,3325,3400,3460,3530,3600,3270,3515,4025,3900,4075,6760,8260,9250,9345,9570,10878,11770,11680,11760,12555,12555,17205,17150,17910,20390,23145,23005,22915,22845,22775,23365,24395,25590,26716,27437,27794,28072,24423,22855
0092_000.8,3250,3275,3325,3400,3460,3530,3600,3270,3515,4025,3900,4075,6760,8260,9250,9345,9570,10878,11770,11680,11760,12555,12555,17205,17150,17910,18160,20620,20495,20415,20355,20290,20820,21735,22800,23804,24447,24765,25013,21761,18379
0092_001.4,3250,3275,3325,3400,3460,3530,3600,3270,3515,4025,3900,4075,6760,8260,9250,9345,9570,10878,11770,11680,11760,12555,12555,17205,17150,17910,18160,20620,20495,20415,20355,20290,20820,21735,22800,23804,24447,24765,25013,21761,18379
0092_002.4,3250,3275,3325,3400,3460,3530,3600,3270,3515,4025,3900,4075,6760,8260,9250,9345,9570,10878,11770,11680,11760,12555,12555,17205,17150,17910,18160,20620,20495,20415,20355,20290,20820,21735,22800,23804,24447,24765,25013,21761,18379
0092_003.4,3250,3275,3325,3400,3460,3530,3600,3270,3515,4025,3900,4075,6760,8260,9250,9345,9570,10878,11770,11680,11760,12555,12555,17205,17150,17910,18160,20620,20495,20415,20355,20290,20820,21735,22800,23804,24447,24765,25013,21761,18379
0092_003.9,3250,3275,3325,3400,3460,3530,3600,3270,3515,5710,5510,5715,5765,7150,8460,8550,8755,9630,9565,9490,9555,10200,10200,17225,17175,16685,16920,16090,18135,18060,18005,21125,21675,22630,23740,24782,25451,25782,26040,22655,25102
0092_004.9,3250,3275,3325,3400,3460,3530,3600,3270,3515,5710,5510,5715,5765,7150,8460,8550,8755,9630,9565,9490,9555,10200,10200,17460,17405,18175,18980,18050,17945,17870,17820,17765,18225,19030,19960,20839,21402,21680,21897,19050,21107
0092_005.8,1830,1830,1850,1890,1925,1965,2005,2090,2335,2420,5400,5600,5725,7150,8200,8050,8245,8780,9500,9433,9621,10270,10270,12325,16865,17610,17855,16240,16140,16075,15430,15385,15785,16480,17285,18046,18533,18774,18962,16497,18279
0092_006.4,1830,1830,1850,1890,1925,1965,2005,2090,2335,2420,5400,5600,5725,7150,8200,8050,8245,8780,9500,9433,9621,10270,10270,12325,16865,8215,8330,7920,7875,7845,7820,8895,9130,9530,9995,10437,10719,10858,10967,9541,10571
0092_007.3,1830,1830,1850,1890,1925,1965,2005,2090,2335,2420,5400,5600,5725,7150,8200,8050,8245,8780,9500,9433,9621,10270,10270,12325,16865,8215,8330,7920,7875,7845,7820,8895,9130,9530,9995,10437,10719,10858,10967,9541,10571
0093_000.0,21000,21400,21600,22000,22475,22765,23055,22780,22410,23330,23270,24290,24505,26710,26130,27175,30320,30680,33195,26605,26350,28125,28125,28295,28205,29455,29865,28405,28235,28120,28035,27475,26790,27085,28250,29746,30549,30854,31409,28048,30404
0093_000.1,21000,21400,21600,22000,22475,22765,23055,22780,22410,23330,23270,24290,24505,26710,26130,27175,30320,30680,33195,26605,26350,28125,28125,28295,28205,29455,29865,28405,28235,28120,28035,27475,26790,27085,28250,29746,30549,30854,31409,28048,30404
0097_000.0,,,2100,2140,2195,2225,2255,2390,2425,2475,2775,2900,3005,2880,3055,2660,2765,3575,3705,3665,3690,3937,3870,8745,9025,9425,9555,9985,9925,9885,9855,9660,9420,9525,9930,10458,10740,10847,11042,9861,10689
0097_000.5,,,2100,2140,2195,2225,2255,2390,2425,2475,2775,2900,3005,2880,3055,2660,2765,3575,3705,3665,3690,3937,3870,8745,9025,9425,9555,9985,9925,9885,9855,9660,9420,9525,9930,10458,10740,10847,11042,9861,10689
0097_001.1,,,2100,2140,2195,2225,2255,2390,2425,2475,2775,2900,3005,2880,3055,2660,2765,3575,3705,3665,3690,3937,3870,8745,9025,9425,9555,9985,9925,9885,9855,9660,9420,9525,9930,10458,10740,10847,11042,9861,10689
0097_001.5,,,2100,2140,2195,2225,2255,2390,2425,2475,2775,2900,3005,2880,3055,2660,2765,3575,3705,3665,3690,3937,3870,8745,9025,9425,9555,9985,9925,9885,9855,9660,9420,9525,9930,10458,10740,10847,11042,9861,10689
0097_002.0,2200,2235,2360,2405,2465,2500,2535,2660,3450,3520,3800,3970,4005,4005,4155,3760,3850,5095,5515,5475,5515,5890,5890,10765,12575,13130,13315,13915,13830,13775,13735,13460,13125,13270,13840,14572,13241,13373,13614,12157,13178
0097_003.1,2600,2640,2775,2830,2900,2930,2960,6840,6860,6995,7080,8555,8630,9000,9335,9430,9655,9750,10550,10476,10545,11255,11255,17770,17715,18500,18760,17840,17115,17050,16995,16135,15730,15905,16585,17466,17938,18117,18443,16470,17853
0097_003.6,2600,2640,2775,2830,2900,2930,2960,6840,6860,6995,7080,8555,8630,9000,9335,9430,9655,9750,10550,10476,10545,11255,11255,17770,17715,18500,18760,17840,17115,17050,16995,16135,15730,15905,16585,17466,17938,18117,18443,16470,17853
0097_004.1,4750,4825,4950,5045,5175,5225,5275,12210,9300,9485,9600,10025,10115,10545,10940,11055,11320,11603,12340,12245,12330,13160,13160,17655,17600,18380,18635,17725,17620,17550,17495,17145,16715,16900,17625,18561,19062,19253,19600,17503,18973
0097_004.4,10000,10160,10425,10620,10750,10850,10950,15760,14965,15960,16150,15835,15975,16655,17275,14305,14645,15377,16345,16220,16330,17430,17430,17535,17480,25335,25690,24430,24285,23930,23855,23380,22795,23045,24040,25312,22285,22508,22913,20461,22180
0097_005.1,20600,20700,20700,21000,21260,21475,21690,22045,19905,20295,20535,21435,21625,22545,23385,23625,24190,26735,28925,28700,28890,30835,30835,31020,30920,32280,32730,31130,30940,30815,30725,31710,30915,31255,32600,34328,35255,35608,36249,32370,35089
0097_005.3,20600,20700,20700,21000,21260,21475,21690,22045,19905,20295,20535,21435,21625,22545,23385,23625,24190,26735,28925,28700,28890,30835,30835,31020,30920,32280,32730,31130,30940,30815,30725,31710,30915,31255,32600,34328,35255,35608,36249,32370,35089
0103_000.0,15075,15150,15150,15440,15850,16010,16170,16250,15430,1660,16620,17350,23910,24930,25860,16455,16850,17050,18445,18300,18425,27235,27235,21340,21275,22215,22525,21420,21295,16405,16355,16030,15630,15800,16480,17353,17822,18000,18324,16363,17737
0104_000.0,4215,4250,4425,5300,5455,5540,5625,5860,5490,9410,9480,10200,10360,11305,11990,12300,12785,13130,13600,13445,10025,10510,10325,12575,12980,13555,13745,13070,12995,12940,12905,12645,12330,12465,13000,13690,14060,14201,14457,12910,13994
0104_000.7,,,,12700,13075,13275,13475,,9995,10395,10470,11180,11180,11180,11855,12260,12745,13090,13560,13405,13530,18875,18540,19370,17650,18430,18690,17770,17665,17595,19525,19135,18660,18865,19675,20717,21276,21489,21876,19535,21176
0104_001.0,,,,12700,13075,13275,13475,,9995,10395,10470,11180,11180,11180,11855,11980,12265,12415,13435,13330,13420,14325,17625,17730,17675,18450,18710,17790,19940,19860,19800,14305,13950,14100,14710,15488,15906,16065,16354,14604,15831
0104_001.8,,,,5850,6020,6110,5290,5230,5330,5550,5540,5785,5835,6085,6315,6380,6535,6615,6740,15305,15665,16720,16720,16820,21985,22960,9355,8895,9970,9930,9900,9700,9460,9565,9975,10503,10787,10895,11091,9904,10736
0104_002.5,,,,5850,6020,6110,5290,5230,5330,5550,5540,5785,5835,6085,6315,6380,6535,6615,7160,7105,15875,16945,16945,17050,16995,17745,9355,8895,9970,9930,9675,9480,9245,9345,9750,10266,9017,9107,9271,8279,8974
0105_000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5630,5595,5575,5555,5445,5310,5370,5600,5896,6055,6116,6226,5560,6027
0105_000.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5630,5595,5575,5555,5445,5310,5370,5600,5896,6055,6116,6226,5560,6027
0105_000.5,,,9150,9200,9440,9575,13480,13705,14000,16000,15960,16660,16805,17520,18175,16115,16500,16700,15080,14965,15065,20000,17365,17470,17415,18185,16605,15795,15700,16660,16610,16275,15870,16045,16735,17621,18097,18278,18607,16616,18012
0105_000.7,,,9150,9200,9440,9575,13480,13705,14000,16000,15960,16660,16805,17520,18175,16115,16500,16700,15080,14965,15065,20000,17365,17470,17415,18185,16605,15795,15700,16660,16610,16275,15870,16045,16735,17621,18097,18278,18607,16616,18012
0105_000.8,,,9150,9200,9440,9575,13480,13705,14000,16000,15960,16660,16805,17520,18175,16115,16500,16700,15080,14965,15065,20000,17365,17470,17415,18185,16605,15795,15700,16660,16610,16275,15870,16045,16735,17621,18097,18278,18607,16616,18012
0106_000.0,10650,10950,11000,11300,11545,11720,11895,11755,11615,12095,12065,12595,12705,13550,14055,14200,14540,14715,20455,20311,20311,21680,22775,22910,17590,18370,18625,17715,17610,17540,17485,17135,16705,16890,9255,9743,10006,10106,10288,9187,9959
0106_000.3,10650,10950,11000,11300,11545,11720,11895,11755,11615,12095,12065,12595,12705,13550,14055,14200,14540,14715,20455,20311,20311,21680,22775,22910,17590,18370,18625,17715,17610,17540,17485,17135,16705,16890,9255,9743,10006,10106,10288,9187,9959
0106_000.4,13510,13900,13950,14300,14610,14830,15050,14870,15990,16645,14755,15405,15540,16385,16995,17170,17580,17790,22290,22115,22247,23745,23745,23890,21285,22225,22535,21430,21305,21220,17280,16935,16510,16690,17410,18333,18828,19016,19358,17287,18739
0106_000.8,13510,13900,13950,14300,14610,14830,15050,14870,15990,16645,14755,15405,15540,16385,16995,17170,17580,17790,22290,22115,22247,23745,23745,23890,21285,22225,22535,21430,21305,21220,17280,16935,16510,16690,17410,18333,18828,19016,19358,17287,18739
0106_001.1,10200,10600,10695,10825,11125,11285,11445,11310,10740,10755,10730,11120,11370,11000,11410,12100,12390,12525,13550,13445,13535,14450,14450,13570,13530,14130,14330,13625,13545,13490,13450,13180,12850,12990,13550,14269,14654,14801,15067,13455,14585
0106_002.0,9400,9760,9800,9920,10200,10350,10500,10375,9855,9565,9540,9890,10110,9810,10175,11395,11670,11786,12755,13655,12730,11195,12295,12370,13800,14410,14610,13895,13815,13760,11560,11330,11045,11170,11650,12266,16050,16211,16503,14737,15975
0106_002.5,9400,9760,9800,9920,10200,10350,10500,10375,9855,9565,9540,9890,10110,9810,10175,11395,11670,11786,12755,13655,12730,11195,12295,12370,13800,14410,14610,13895,13815,13760,11560,11330,11045,11170,11650,12266,16050,16211,16503,14737,15975
0106_003.0,8235,8550,8525,8630,8865,8995,9400,9290,8825,11630,11600,12025,12295,11930,12375,15320,15685,15875,16450,16325,16435,13985,13985,14070,14025,6715,6810,6475,6435,6410,6260,6560,6395,6465,6745,7100,7292,10371,10558,9428,10220
0106_003.6,8235,8550,8525,8630,8865,8995,9400,9290,8825,11630,11600,12025,12295,11930,12375,15320,15685,15875,16450,16325,16435,13985,13985,14070,14025,6715,6810,6475,6435,6410,6260,6560,6395,6465,6745,7100,7292,10371,10558,9428,10220
0106_006.1,5170,5370,5400,5460,5610,5700,5790,6035,6035,6250,6295,6580,6815,5450,5655,13460,13780,13945,15090,14975,15075,13515,13515,13600,13560,7075,7445,7080,7035,7010,6985,6845,6675,6750,7040,7412,7612,7688,7826,6989,7576
0106_007.3,4310,4475,4500,4550,4675,4750,4825,5030,5100,8850,8915,9315,9650,9200,10715,10825,11085,11306,12235,12140,12220,13045,13045,13125,10305,10760,10910,12095,12020,11975,11940,11700,11405,11530,12030,12665,10001,10101,10283,9183,9954
0106_008.0,4310,4475,4500,4550,4675,4750,4825,5030,5100,8850,8915,9315,9650,9200,10715,10825,11085,11306,12235,12140,12220,13045,13045,13125,10305,10760,10910,12095,12020,11975,11940,11700,11405,11530,12030,12665,10001,10101,10283,9183,9954
0106_008.3,1850,1920,1950,1970,2025,2050,2075,2165,2195,4845,4880,5100,5025,4800,4980,7715,7900,7995,8650,8585,9390,10025,10025,10085,10055,10500,10645,11220,6525,6500,6480,8065,7865,7950,10540,11098,11398,11512,11719,10465,11344
0106_009.0,1640,1700,1725,1745,1795,1820,1845,1925,1955,3755,3785,3955,6240,6050,6210,7690,7875,7970,8255,9185,9250,9875,9875,9935,9905,10340,10485,9970,9910,9870,9840,9645,9405,9505,9915,10440,10722,10829,11024,9844,10671
0106_009.4,1640,1700,1725,1745,1795,1820,1845,1925,1955,3755,3785,3955,6240,6050,6210,7690,7875,7970,8255,9185,9250,9875,9875,9935,9905,10340,10485,9970,9910,9870,9840,9645,9405,9505,9915,10440,10722,10829,11024,9844,10671
0107_000.0,795,795,810,890,900,,2200,2200,2200,3300,3295,3415,3490,3670,3770,3815,3910,4692,5080,4330,4360,4655,4655,4685,4670,7520,7625,7250,7205,7180,1950,1915,1865,1885,1965,2071,10037,10137,10319,9215,9989
0107_000.2,795,795,810,890,900,,2200,2200,2200,3300,3295,3415,3490,3670,3770,3815,3910,4692,5080,4330,4360,4655,4655,4685,4670,7520,7625,7250,7205,7180,1950,1915,1865,1885,1965,2071,10037,10137,10319,9215,9989
0108_000.0,,13725,13985,14500,14890,15115,15340,,22850,23785,26290,27250,27855,30325,31455,29295,29995,30355,32840,32585,27270,36670,29070,29245,29160,35130,35620,36655,36435,36290,42610,41755,40715,41160,42930,45206,58137,58718,59775,53379,57863
